fips,total,commodity,conservation,disaster,insurance,Year
55078,0,0,0,0,0,2014
55079,96951,0,18345,240,78366,2014
55081,2800958,15276,473705,199758,2112219,2014
55083,3208857,14746,30489,7789,3155833,2014
55085,226899,0,0,10696,216203,2014
55087,4621598,89295,214826,2076,4315401,2014
55089,614598,-13609,96746,11061,520400,2014
55091,1142435,0,236986,0,905449,2014
55093,3431431,2873,482776,0,2945782,2014
55095,4105077,8793,237497,59091,3799696,2014
55097,3102532,31071,446475,124623,2500363,2014
55099,263327,0,123,0,263204,2014
55101,1768868,33408,167560,63300,1504600,2014
55103,2685801,2209,858315,504672,1320605,2014
55105,7133323,293802,1383079,254710,5201731,2014
55107,1477444,134666,3753,0,1339025,2014
55109,5286485,10314,596327,375,4679469,2014
55111,3953935,31944,726814,325068,2870109,2014
55113,572638,14311,0,583,557744,2014
55115,3777795,0,139549,1150,3637096,2014
55117,1668907,16338,82882,0,1569687,2014
55119,2142287,25600,17609,654,2098424,2014
55121,3422827,274042,776897,0,2371888,2014
55123,2619499,144294,283883,227103,1964219,2014
55125,45916,0,0,4777,41139,2014
55127,4531968,808443,355990,231254,3136281,2014
55129,834073,11095,1145,0,821833,2014
55131,1118200,-19573,62582,0,1075191,2014
55133,1358764,307756,97387,53293,900328,2014
55135,2352458,59843,245502,29382,2017731,2014
55137,2796916,5581,6420,13658,2771257,2014
55139,2304649,58685,462632,0,1783332,2014
55141,2305263,3435,113745,96373,2091710,2014
55001,3666602,484519,30051,0,3152032,2013
55003,382121,165648,1490,0,214983,2013
55005,8571052,2598596,139584,0,5832872,2013
55007,421142,137301,4200,11346,268295,2013
55009,6882655,2714047,143862,41767,3982979,2013
55011,4621142,2247786,512998,0,1860358,2013
55013,1407331,431371,903,3110,971947,2013
55015,4105178,2188981,82434,0,1833763,2013
55017,8616943,2968825,429574,58300,5160244,2013
55019,7538152,3341650,45070,53382,4098050,2013
55021,9339667,4029237,517937,14234,4778258,2013
55023,3261277,1150761,652730,17897,1439889,2013
55025,16979923,8545004,1834856,32204,6567859,2013
55027,11113515,5515297,757968,0,4840250,2013
55029,3823540,931041,195308,59516,2637674,2013
55031,74740,17595,0,0,57145,2013
55033,8737785,3003660,520897,0,5213228,2013
55035,4005470,1323875,866753,0,1814842,2013
55037,45952,14074,388,0,31490,2013
55039,9034958,4711971,711451,0,3611536,2013
55041,50869,4229,0,0,46640,2013
55043,15279397,6150327,2933239,63924,6131907,2013
55045,9981751,4014766,1376631,0,4590354,2013
55047,3519583,1605476,262743,34636,1616728,2013
55049,9019354,3021465,3033405,12854,2951630,2013
55051,66365,10941,0,0,55424,2013
55053,4258316,1523274,226407,0,2508635,2013
55055,6558704,3107637,352934,15407,3082726,2013
55057,4357862,1403245,302410,0,2652206,2013
55059,2723072,1245691,103842,0,1373539,2013
55061,5183767,2164180,250871,4740,2763975,2013
55063,2163450,1258130,271930,26649,606741,2013
55065,14165167,4244946,2502490,8284,7409448,2013
55067,1856609,485953,3910,51740,1315006,2013
55069,1265558,284356,567,296838,683797,2013
55071,6916413,3713005,402991,7526,2792891,2013
55073,10431715,4080589,60361,525332,5765433,2013
55075,3037617,1161720,2087,149223,1724587,2013
55077,2955321,783701,87177,0,2084443,2013
55078,2280,1226,1054,0,0,2013
55079,138017,30466,11619,1113,94819,2013
55081,5092704,2172136,621084,8771,2290713,2013
55083,5779885,2134026,45610,201653,3398596,2013
55085,272478,3573,0,0,268905,2013
55087,8823060,3847690,253055,102832,4619483,2013
55089,1642864,916906,108535,67082,550340,2013
55091,2261106,1078996,254882,0,927228,2013
55093,6623447,2663383,564124,29471,3366469,2013
55095,6478905,2062388,262264,0,4154253,2013
55097,4781598,1560409,344541,36122,2840526,2013
55099,520374,192513,123,2662,325076,2013
55101,3547300,1497955,173270,1320,1874755,2013
55103,3892853,1572129,971936,0,1348788,2013
55105,12823464,5241651,1386014,12476,6183323,2013
55107,2147762,800406,4830,0,1342526,2013
55109,9056746,2920938,794096,0,5341712,2013
55111,6932883,3112765,796392,0,3023727,2013
55113,812095,147507,0,0,664588,2013
55115,7272934,3045394,145565,247981,3833994,2013
55117,4305179,2598907,86196,0,1620076,2013
55119,4445155,1836435,17376,2476,2588868,2013
55121,6256584,2663403,1000593,0,2592588,2013
55123,4851887,2450396,291246,4675,2105570,2013
55125,53375,518,0,0,52857,2013
55127,7779450,3637088,387600,0,3754762,2013
55129,1427858,365994,2460,0,1059404,2013
55131,2956863,1609469,65664,51268,1230462,2013
55133,2227122,1038513,106171,0,1082438,2013
55135,5258875,2489335,254460,106990,2408090,2013
55137,3170103,386410,6958,0,2776735,2013
55139,4629695,2230440,474749,0,1924506,2013
55141,4149724,1736070,117573,6275,2289806,2013
55001,3326139,614449,41165,0,2670525,2012
55003,389803,285275,1490,0,103038,2012
55005,10491191,4113584,156854,1315,6219438,2012
55007,392273,227796,4200,0,160277,2012
55009,7779029,3964499,138277,116840,3559413,2012
55011,5704542,3231118,538637,25733,1909054,2012
55013,1666992,623380,944,0,1042668,2012
55015,5053101,3302099,101090,0,1649912,2012
55017,10496938,4509799,472520,0,5514619,2012
55019,9416046,5419423,37489,6985,3952149,2012
55021,10166775,4965671,573463,491,4627150,2012
55023,3662151,1689870,660234,0,1312047,2012
55025,19365948,10996813,1957287,1684,6410165,2012
55027,13349596,7723506,740925,30044,4855121,2012
55029,4164030,1363640,243252,78500,2478637,2012
55031,63776,31309,0,0,32467,2012
55033,10109802,4131405,725419,15674,5237304,2012
55035,4793428,1849556,1009570,0,1934302,2012
55037,56480,21249,651,0,34580,2012
55039,11033157,6922109,699804,0,3411244,2012
55041,65214,14669,0,0,50545,2012
55043,17794091,8999285,3153040,67779,5573987,2012
55045,11487600,5898503,1332273,1092,4255732,2012
55047,3440471,1767329,272164,0,1400978,2012
55049,10074421,4327549,2738829,6221,3001822,2012
55051,64280,17780,0,0,46500,2012
55053,4971613,2009170,320434,142618,2499391,2012
55055,7499278,3910023,392034,0,3197221,2012
55057,4745305,1917275,379576,26223,2422231,2012
55059,2989598,1498295,99392,0,1391911,2012
55061,6112569,3371250,252872,31895,2456552,2012
55063,2704037,1842379,289428,5845,566385,2012
55065,15714376,5752348,2462677,279677,7219675,2012
55067,2060299,779054,3048,88002,1190195,2012
55069,1122642,472614,567,22432,627029,2012
55071,8779029,5636386,413090,203919,2525634,2012
55073,13261243,6598356,64943,691081,5906864,2012
55075,3494593,1796131,2896,3419,1692147,2012
55077,3167082,1187899,107177,0,1872006,2012
55078,2395,1341,1054,0,0,2012
55079,137141,34344,7311,0,95486,2012
55081,6306722,3319923,679852,72823,2234124,2012
55083,6456673,3189429,45050,62978,3159215,2012
55085,239933,5115,0,7440,227378,2012
55087,9863580,5353067,221946,141144,4147423,2012
55089,2015745,1382332,115916,0,517497,2012
55091,2777224,1529490,271059,0,976675,2012
55093,7687255,3476260,684564,1268,3525163,2012
55095,7492988,2855273,317211,1155,4319349,2012
55097,4901905,2313104,78588,2700,2507513,2012
55099,608687,346471,123,0,262093,2012
55101,4100580,1768020,293525,0,2039035,2012
55103,4617129,2322612,1001457,114,1292946,2012
55105,13999742,6354779,1454683,5496,6184783,2012
55107,2554645,1292038,7010,18619,1236978,2012
55109,10114981,3762054,849236,16037,5487654,2012
55111,8313146,4591850,824773,0,2896522,2012
55113,838014,197153,0,0,640861,2012
55115,8772681,4821491,150842,30435,3769914,2012
55117,5397853,3756480,101253,0,1540120,2012
55119,5284328,2872065,17286,10105,2384872,2012
55121,7652823,3721405,1221429,49968,2660021,2012
55123,5773271,3482152,336012,98758,1856349,2012
55125,49673,3877,0,0,45796,2012
55127,8825345,4438945,416677,0,3969723,2012
55129,1526338,552065,2588,0,971685,2012
55131,3493273,2291618,54731,3023,1143901,2012
55133,2567045,1256216,130870,0,1179959,2012
55135,6470025,3723768,264780,155786,2325690,2012
55137,3678651,538659,12042,3458,3124492,2012
55139,5471460,2984948,491644,0,1994868,2012
55141,5063084,2756453,123346,68352,2114933,2012
55001,3371249,478183,64297,10583,2818186,2011
55003,136863,33050,1490,1331,100992,2011
55005,8680892,1690345,169502,726773,6094272,2011
55007,215079,41763,4200,957,168159,2011
55009,6250920,1681524,140533,863150,3565713,2011
55011,4352214,1678590,591193,104092,1978339,2011
55013,1495084,365187,2303,181236,946358,2011
55015,3386179,1387096,100879,143582,1754622,2011
55017,8437679,1764552,559727,554508,5558892,2011
55019,5960202,1683073,39802,119517,4117810,2011
55021,9716259,3531797,612099,129137,5443226,2011
55023,3287468,910494,856923,144200,1375851,2011
55025,17021348,6714427,2175742,580211,7550967,2011
55027,10532996,4047435,816534,101748,5567279,2011
55029,3580063,621286,264735,240077,2453965,2011
55031,71347,7500,0,19546,44301,2011
55033,8838826,2339442,817987,319828,5361569,2011
55035,4314290,1019507,1094441,130377,2069965,2011
55037,37843,13897,859,1497,21590,2011
55039,7827308,3065747,807022,54356,3900183,2011
55041,55666,9053,0,5886,40727,2011
55043,15641330,4324491,3323926,1251280,6741633,2011
55045,9496874,3135519,1526202,91975,4743178,2011
55047,3498047,1421559,334870,158784,1582834,2011
55049,9022342,2117426,3174371,305012,3425533,2011
55051,59578,6889,0,0,52689,2011
55053,4308068,997828,354483,167024,2788733,2011
55055,6862777,2791990,428083,62522,3580181,2011
55057,4537505,1203068,440893,352588,2540956,2011
55059,2990631,1145157,131180,111847,1602447,2011
55061,4406346,1145692,260064,495621,2504969,2011
55063,1886675,895998,365799,4347,620531,2011
55065,16710323,3822151,2831629,1515132,8541411,2011
55067,1638604,273353,3909,69095,1292247,2011
55069,819526,129604,567,135032,554323,2011
55071,5613121,1791099,428383,626109,2767530,2011
55073,8560038,1986933,69768,558744,5944594,2011
55075,2767264,695212,7594,403676,1660782,2011
55077,2892530,740965,130555,122858,1898152,2011
55078,2365,1311,1054,0,0,2011
55079,158139,30690,26690,0,100759,2011
55081,4606886,1386478,849574,207459,2163375,2011
55083,5495679,1440567,60419,634819,3359874,2011
55085,262182,5482,0,8762,247938,2011
55087,8226056,2636015,267668,861089,4461284,2011
55089,1254483,551987,117828,0,584668,2011
55091,2116041,761073,303360,46711,1004897,2011
55093,6453947,2031677,767041,30095,3625134,2011
55095,6651386,1508387,347287,565226,4230486,2011
55097,3790479,1136468,120874,37888,2495249,2011
55099,258528,74891,123,831,182683,2011
55101,4049554,1495553,235706,26004,2292290,2011
55103,3553390,996143,1189179,95255,1272813,2011
55105,14341025,5443856,1476276,368516,7052377,2011
55107,1880923,379976,13034,304216,1183697,2011
55109,9093205,2360619,1021504,81191,5629891,2011
55111,6362773,2225253,870197,307089,2960234,2011
55113,1047047,83886,0,231091,732070,2011
55115,6290117,1560175,161781,866985,3701176,2011
55117,3465192,1555955,154101,113545,1641592,2011
55119,3933700,923169,19038,532169,2459324,2011
55121,6430976,2017672,1387729,87913,2937662,2011
55123,4410893,1810286,363270,110930,2126407,2011
55125,54273,5883,0,0,48390,2011
55127,8769172,3253719,477919,378695,4658839,2011
55129,1296073,291587,2588,94126,907772,2011
55131,2387792,997428,75528,0,1314835,2011
55133,2346152,969213,140068,11234,1225637,2011
55135,4717997,1626143,276693,338779,2476383,2011
55137,3486488,345142,18177,39301,3083867,2011
55139,4556486,1789759,515474,144529,2106724,2011
55141,3351883,915566,139390,122542,2174385,2011
55001,3326139,614449,41165,0,2670525,2010
55003,389803,285275,1490,0,103038,2010
55005,10491191,4113584,156854,1315,6219438,2010
55007,392273,227796,4200,0,160277,2010
55009,7779029,3964499,138277,116840,3559413,2010
55011,5704542,3231118,538637,25733,1909054,2010
55013,1666992,623380,944,0,1042668,2010
55015,5053101,3302099,101090,0,1649912,2010
55017,10496938,4509799,472520,0,5514619,2010
55019,9416046,5419423,37489,6985,3952149,2010
55021,10166775,4965671,573463,491,4627150,2010
55023,3662151,1689870,660234,0,1312047,2010
55025,19365948,10996813,1957287,1684,6410165,2010
55027,13349596,7723506,740925,30044,4855121,2010
55029,4164030,1363640,243252,78500,2478637,2010
55031,63776,31309,0,0,32467,2010
55033,10109802,4131405,725419,15674,5237304,2010
55035,4793428,1849556,1009570,0,1934302,2010
55037,56480,21249,651,0,34580,2010
55039,11033157,6922109,699804,0,3411244,2010
55041,65214,14669,0,0,50545,2010
55043,17794091,8999285,3153040,67779,5573987,2010
55045,11487600,5898503,1332273,1092,4255732,2010
55047,3440471,1767329,272164,0,1400978,2010
55049,10074421,4327549,2738829,6221,3001822,2010
55051,64280,17780,0,0,46500,2010
55053,4971613,2009170,320434,142618,2499391,2010
55055,7499278,3910023,392034,0,3197221,2010
55057,4745305,1917275,379576,26223,2422231,2010
55059,2989598,1498295,99392,0,1391911,2010
55061,6112569,3371250,252872,31895,2456552,2010
55063,2704037,1842379,289428,5845,566385,2010
55065,15714376,5752348,2462677,279677,7219675,2010
55067,2060299,779054,3048,88002,1190195,2010
55069,1122642,472614,567,22432,627029,2010
55071,8779029,5636386,413090,203919,2525634,2010
55073,13261243,6598356,64943,691081,5906864,2010
55075,3494593,1796131,2896,3419,1692147,2010
55077,3167082,1187899,107177,0,1872006,2010
55078,2395,1341,1054,0,0,2010
55079,137141,34344,7311,0,95486,2010
55081,6306722,3319923,679852,72823,2234124,2010
55083,6456673,3189429,45050,62978,3159215,2010
55085,239933,5115,0,7440,227378,2010
55087,9863580,5353067,221946,141144,4147423,2010
55089,2015745,1382332,115916,0,517497,2010
55091,2777224,1529490,271059,0,976675,2010
55093,7687255,3476260,684564,1268,3525163,2010
55095,7492988,2855273,317211,1155,4319349,2010
55097,4901905,2313104,78588,2700,2507513,2010
55099,608687,346471,123,0,262093,2010
55101,4100580,1768020,293525,0,2039035,2010
55103,4617129,2322612,1001457,114,1292946,2010
55105,13999742,6354779,1454683,5496,6184783,2010
55107,2554645,1292038,7010,18619,1236978,2010
55109,10114981,3762054,849236,16037,5487654,2010
55111,8313146,4591850,824773,0,2896522,2010
55113,838014,197153,0,0,640861,2010
55115,8772681,4821491,150842,30435,3769914,2010
55117,5397853,3756480,101253,0,1540120,2010
55119,5284328,2872065,17286,10105,2384872,2010
55121,7652823,3721405,1221429,49968,2660021,2010
55123,5773271,3482152,336012,98758,1856349,2010
55125,49673,3877,0,0,45796,2010
55127,8825345,4438945,416677,0,3969723,2010
55129,1526338,552065,2588,0,971685,2010
55131,3493273,2291618,54731,3023,1143901,2010
55133,2567045,1256216,130870,0,1179959,2010
55135,6470025,3723768,264780,155786,2325690,2010
55137,3678651,538659,12042,3458,3124492,2010
55139,5471460,2984948,491644,0,1994868,2010
55141,5063084,2756453,123346,68352,2114933,2010
54001,44823,488,4704,39631,0,2019
54003,708392,389007,71784,4216,243385,2019
54005,8504,552,878,7074,0,2019
54007,5659,613,3499,1547,0,2019
54009,17049,12831,0,4218,0,2019
54011,22058,762,422,20874,0,2019
54013,4129,860,699,2570,0,2019
54015,1697,886,319,492,0,2019
54017,3159,2631,528,0,0,2019
54019,1838,269,1569,0,0,2019
54021,7170,3544,3626,0,0,2019
54023,138157,5516,118241,0,14400,2019
54025,655647,538880,75168,10287,31312,2019
54027,407906,53188,252997,0,101721,2019
54029,114,114,0,0,0,2019
54031,575022,316937,120189,0,137896,2019
54033,21928,15125,2244,4559,0,2019
54035,76122,57942,352,1232,16596,2019
54037,2580161,2083925,16126,0,480110,2019
54039,40214,1896,1577,36741,0,2019
54041,861,0,861,0,0,2019
54043,31867,1805,3348,26714,0,2019
54045,12284,120,0,12164,0,2019
54047,0,0,0,0,0,2019
54049,16811,6219,0,10592,0,2019
54051,7406,6351,211,844,0,2019
54053,1216515,993184,93527,13095,116709,2019
54055,949,786,163,0,0,2019
54057,201226,161759,25846,0,13621,2019
54061,7573,7573,0,0,0,2019
54063,172885,138057,12075,225,22528,2019
54065,30265,15953,1941,12371,0,2019
54067,4788,1450,3338,0,0,2019
54069,16794,16794,0,0,0,2019
54071,258493,86497,93022,33935,45039,2019
54073,622,0,437,185,0,2019
54075,52169,28021,18356,1797,3995,2019
54077,430254,335788,4901,2060,87505,2019
54079,127426,12112,10053,105261,0,2019
54081,3576,0,135,3441,0,2019
54083,138812,43993,24591,67683,2545,2019
54085,10085,453,0,9632,0,2019
54087,25782,18792,0,6990,0,2019
54089,5553,2212,3110,231,0,2019
54091,4122,4122,0,0,0,2019
54093,8392,4356,1132,2904,0,2019
54095,4239,1878,1457,904,0,2019
54097,3686,1022,1952,712,0,2019
54099,39996,4272,0,35505,219,2019
54101,89,13,76,0,0,2019
54103,0,0,0,0,0,2019
54105,2404,1777,330,297,0,2019
54107,32353,17054,10928,4371,0,2019
54109,0,0,0,0,0,2019
54001,67618,14136,4704,48778,0,2018
54003,487635,136622,63656,9694,277663,2018
54005,7141,512,878,5751,0,2018
54007,9860,3607,3694,2559,0,2018
54009,9058,9058,0,0,0,2018
54011,37610,1527,422,35661,0,2018
54013,12167,0,699,11468,0,2018
54015,13600,923,638,12039,0,2018
54017,2370,1842,528,0,0,2018
54019,4288,2611,1677,0,0,2018
54021,5907,438,3626,1843,0,2018
54023,153314,11291,126940,0,15083,2018
54025,384392,159085,85272,108550,31485,2018
54027,247198,16303,126026,0,104869,2018
54029,0,0,0,0,0,2018
54031,285454,54367,99389,0,131698,2018
54033,52061,37024,2244,12793,0,2018
54035,51685,30538,352,11628,9167,2018
54037,868638,405022,17644,0,445972,2018
54039,45083,518,1619,42946,0,2018
54041,3991,2695,861,435,0,2018
54043,57408,5359,7098,44951,0,2018
54045,19365,60,0,19305,0,2018
54047,0,0,0,0,0,2018
54049,16393,893,0,15500,0,2018
54051,4258,3373,0,885,0,2018
54053,224028,13654,91465,11632,107277,2018
54055,4363,2644,1260,459,0,2018
54057,20568,2916,4753,0,12899,2018
54061,7578,3628,0,3950,0,2018
54063,384725,273883,38212,4766,67864,2018
54065,12678,2567,1941,8170,0,2018
54067,13889,7046,3216,3627,0,2018
54069,9743,9743,0,0,0,2018
54071,120836,15310,37777,19942,47807,2018
54073,595,0,437,158,0,2018
54075,62569,13686,18284,27397,3202,2018
54077,250496,139835,5732,2782,102147,2018
54079,43207,9271,19026,14910,0,2018
54081,5605,32,0,5573,0,2018
54083,69567,13374,26028,27854,2311,2018
54085,14666,1561,0,13105,0,2018
54087,30780,15918,0,14862,0,2018
54089,3705,25,3680,0,0,2018
54091,7952,6070,0,1882,0,2018
54093,10339,276,0,10063,0,2018
54095,18762,187,18575,0,0,2018
54097,7435,1706,1952,3777,0,2018
